"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Me gusta","Veces que se compartió",Respuestas,"Clics en el enlace",Navegación,"Visitas al perfil","Toques en stickers",Seguimientos
18094727350480816,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@JOSEMARTINHINCAPI,33,"10/13/2024 03:24",,"Historia de Instagram",,Total,462,444,4,5,0,,506,,,
17848608123288327,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2024 17:55",,"Historia de Instagram",,Total,374,367,4,0,0,,431,,2,
18047069800995917,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Éxito total en nuestro 
Primer Día✅🤩",15,"10/12/2024 17:55",,"Historia de Instagram",,Total,374,369,1,0,0,,407,,,
17903817237047709,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2024 17:54",,"Historia de Instagram",,Total,375,371,2,0,0,,411,,,
17996615111697803,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Día de la DIVERSIDAD CULTURAL 🙌🏽✨",15,"10/12/2024 17:54",,"Historia de Instagram",,Total,378,371,3,0,0,,406,,,
17917297457898983,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2024 17:52",,"Historia de Instagram",,Total,383,377,1,0,0,,398,1,2,
18027605042374353,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","La música no puede faltar 🤩🙌🏽",15,"10/12/2024 15:44",,"Historia de Instagram",,Total,381,377,2,0,0,,417,,2,
17878334223165055,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2024 15:43",,"Historia de Instagram",,Total,392,387,3,0,0,,422,,,
18315184714088614,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2024 15:41",,"Historia de Instagram",,Total,395,386,2,0,0,,409,,,
17884665240129933,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2024 14:47",,"Historia de Instagram",,Total,400,395,3,0,0,,443,,,
18063212368726959,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/12/2024 14:44",,"Historia de Instagram",,Total,411,406,5,1,0,,458,,,
18072376135604085,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,33,"10/12/2024 14:43",,"Historia de Instagram",,Total,416,413,3,0,0,,439,,,
18010943885399228,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2024 11:25",,"Historia de Instagram",,Total,394,380,3,0,0,,434,,2,
18043076549031831,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Así vivimos nuestro tercer día de la SEMANA AMBIENTAL ✨🍃",15,"10/23/2024 15:48",,"Historia de Instagram",,Total,409,406,2,0,0,,451,2,2,
18023021123192821,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,17,"10/01/2024 06:19",,"Historia de Instagram",,Total,444,444,4,1,0,,492,4,,
18010462418409727,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2024 11:11",,"Historia de Instagram",,Total,501,465,3,0,0,,425,1,2,
17863878003237998,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Artistas tulueños 💙🤩 Apoyando a nuestros",15,"10/12/2024 11:10",,"Historia de Instagram",,Total,409,401,2,0,0,,427,1,2,
17954399426830182,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2024 07:34",,"Historia de Instagram",,Total,1146,1011,2,0,0,,481,2,,
18029665091104920,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/12/2024 07:26",,"Historia de Instagram",,Total,438,436,3,0,0,,486,1,,
18050333119941346,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","A partir de hoy🙌🏽🤩 NOS VEMOS 💪🏼",15,"10/12/2024 06:36",,"Historia de Instagram",,Total,490,479,3,0,2,,521,1,,
18018484553552677,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Comandante del Segundo Distrito Policía Tuluá JOSÉ MARTÍN HINCAPIÉ  Secretario de Gobierno, Convivencia y Seguridad T. C. NICOLÁS SUÁREZ HABLEMOS DE SEGURIDAD EN TULUÁ ✅ Hoy nos acompañan:",15,"10/11/2024 10:48",,"Historia de Instagram",,Total,388,377,6,0,1,3,432,7,,
17928224870843930,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","En minutos… Encuentros con el Alcalde: Hablemos de Seguridad en Tuluá ✅",5,"10/11/2024 10:42",,"Historia de Instagram",,Total,395,384,4,0,0,10,350,,,
18034144169467965,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Continuamos sembrando vida 🌱 Hoy en SENDEROS DE VILLA LILIANA✨💙",15,"10/11/2024 09:27",,"Historia de Instagram",,Total,369,360,6,1,0,,406,1,,
18044033270497483,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos en el ¡Desde mañana!",15,"10/11/2024 09:03",,"Historia de Instagram",,Total,395,386,5,1,0,,432,4,,
18041913212043639,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy🙌🏽✅",15,"10/11/2024 08:36",,"Historia de Instagram",,Total,385,384,3,0,0,,460,,,
18074138209563715,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/11/2024 08:34",,"Historia de Instagram",,Total,391,386,6,0,0,,468,,2,
18040518667923250,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Te esperamos!🙌🏽",8,"10/11/2024 08:33",,"Historia de Instagram",,Total,406,404,4,1,0,,458,2,2,
17845689492305089,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/11/2024 07:44",,"Historia de Instagram",,Total,428,424,4,0,0,,480,1,,
17984459975733963,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,30,"10/10/2024 19:44",,"Historia de Instagram",,Total,507,473,11,1,1,,505,1,,
18072991366584604,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Traemos buenas noticias para 5000 tulueños🙌🏽",15,"10/10/2024 13:40",,"Historia de Instagram",,Total,410,398,3,0,0,,495,5,,
18035602859514824,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/10/2024 13:08",,"Historia de Instagram",,Total,674,617,6,0,0,,530,1,,
17953682555730624,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/10/2024 10:20",,"Historia de Instagram",,Total,1127,977,7,3,1,,493,3,,
18040690994321526,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/10/2024 10:19",,"Historia de Instagram",,Total,601,553,6,0,0,1,474,,,
18045698749994044,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Este fin de semana  NOS VEMOS 🤩🙌🏽",15,"10/10/2024 10:11",,"Historia de Instagram",,Total,404,400,7,0,0,,443,3,,
18084310252512475,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"10/10/2024 10:09",,"Historia de Instagram",,Total,410,404,7,0,0,,417,,,
17965342058802398,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conmemoración del día de la SALUD MENTAL 💪🏼💙",60,"10/10/2024 10:02",,"Historia de Instagram",,Total,417,408,13,0,0,,498,2,,
18073901545584108,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/10/2024 09:54",,"Historia de Instagram",,Total,425,418,5,0,0,,500,,,
18030990224338112,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/10/2024 09:35",,"Historia de Instagram",,Total,425,425,7,0,0,,497,,,
18110519818418838,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/10/2024 09:34",,"Historia de Instagram",,Total,440,440,10,0,0,,523,,,
18015763127543660,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/10/2024 09:09",,"Historia de Instagram",,Total,513,492,9,0,1,,546,1,,
18462437668018019,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/10/2024 07:28",,"Historia de Instagram",,Total,467,465,7,0,0,,549,1,,1
18049122700980141,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Proyecto de  MAPAS DE RUIDO📢 para monitoreo 🛜",54,"10/09/2024 16:42",,"Historia de Instagram",,Total,420,420,5,1,0,,456,2,,
18253444180271244,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,19,"10/09/2024 10:41",,"Historia de Instagram",,Total,353,353,6,1,1,,354,2,,
18031455050346105,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos este FIN DE SEMANA 💪🏼",15,"10/09/2024 09:42",,"Historia de Instagram",,Total,355,355,7,5,0,,379,,,
18138884344317447,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/09/2024 09:41",,"Historia de Instagram",,Total,435,422,5,0,0,3,419,3,,
18029559461341674,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/09/2024 09:39",,"Historia de Instagram",,Total,359,359,6,0,0,,431,,,
18065476504653438,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,9,"10/09/2024 09:39",,"Historia de Instagram",,Total,455,445,5,0,0,,423,3,,
17907200379031173,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce el nuevo parqueadero de la @central_de_transportes_tulua_",15,"10/09/2024 08:17",,"Historia de Instagram",,Total,446,433,7,0,0,,387,,2,
17999638613692862,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/09/2024 08:14",,"Historia de Instagram",,Total,379,379,8,2,0,,406,2,,
17881516263083690,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Iniciamos la segunda fase de la ACTUALIZACIÓN CATASTRAL ✅",15,"10/09/2024 08:13",,"Historia de Instagram",,Total,395,395,4,0,0,,452,4,,
17963343842803897,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/09/2024 06:58",,"Historia de Instagram",,Total,384,384,4,0,1,,452,1,,
18146518888337818,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/09/2024 06:56",,"Historia de Instagram",,Total,425,425,5,0,1,,461,1,,
18280277674214741,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Embelleciendo 
nuestros espacios 💙✨",15,"10/08/2024 14:33",,"Historia de Instagram",,Total,373,373,11,0,0,,399,1,2,
17919730577988555,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/08/2024 10:05",,"Historia de Instagram",,Total,353,347,5,0,0,,428,1,11,
18166847431312044,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/08/2024 10:04",,"Historia de Instagram",,Total,364,364,4,0,0,,390,,,
18018995690293196,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/08/2024 09:41",,"Historia de Instagram",,Total,378,375,6,1,0,,411,,2,
18012666005370453,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Vamos hoy al MERCADO CAMPESINO✅🍅",15,"10/08/2024 07:24",,"Historia de Instagram",,Total,367,367,5,0,0,,386,1,,
17971853708788878,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conéctate hoy:",15,"10/08/2024 06:32",,"Historia de Instagram",,Total,407,407,4,0,0,3,454,,,
18056822713825524,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/08/2024 04:42",,"Historia de Instagram",,Total,430,424,5,0,0,,477,,,
18249048556260850,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/07/2024 14:19",,"Historia de Instagram",,Total,393,393,7,0,0,,459,1,,
18066027115562639,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Enamórate de tu río 🍃💧 Campaña de limpieza:",15,"10/07/2024 14:18",,"Historia de Instagram",,Total,422,422,8,0,0,,492,1,,
18020414684446989,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atendiendo el llamado  De la Comunidad 📢",38,"10/07/2024 14:17",,"Historia de Instagram",,Total,433,433,7,0,1,,484,1,,
18026799419152161,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Lunes del Campo🍃 INICIAMOS LAS SIEMBRAS 🌳",15,"10/07/2024 13:01",,"Historia de Instagram",,Total,432,432,5,0,0,,494,2,,
18069365320615282,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/07/2024 12:30",,"Historia de Instagram",,Total,454,454,8,8,1,,547,2,,
18324503626150618,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"10/07/2024 12:22",,"Historia de Instagram",,Total,1156,1013,7,0,0,,470,1,,
18045432475992026,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Fomentamos la escritura en  NUESTROS NIÑOS Y NIÑAS💙📝",15,"10/07/2024 09:56",,"Historia de Instagram",,Total,493,493,11,0,0,,548,5,,1
18042024617105808,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/07/2024 09:56",,"Historia de Instagram",,Total,522,522,7,0,0,,606,,,
18064766164631191,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/07/2024 08:02",,"Historia de Instagram",,Total,599,596,7,0,0,,657,3,,
17953128266837102,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,47,"10/06/2024 11:55",,"Historia de Instagram",,Total,749,727,24,3,1,,897,1,,
17872057401122451,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/06/2024 10:36",,"Historia de Instagram",,Total,1340,1251,12,1,0,,927,1,,
17909815092010357,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@imdertulua,15,"10/05/2024 18:24",,"Historia de Instagram",,Total,899,855,6,0,0,,581,1,,
17942525099886704,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/05/2024 18:23",,"Historia de Instagram",,Total,558,558,9,0,0,,594,,,
18281996431208319,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"10/05/2024 15:59",,"Historia de Instagram",,Total,478,473,6,0,0,,489,,11,
18057337294796614,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/05/2024 15:58",,"Historia de Instagram",,Total,495,492,4,0,0,,563,1,,
17904267360046787,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,57,"10/05/2024 15:26",https://instagram.com/stories/alcaldiadetulua/3472440549761943858,"Historia de Instagram",,Total,508,500,9,0,0,,550,,,
17849825379299434,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@hospitalrubencruzvelez 📍La Balastrera",37,"10/05/2024 14:00",,"Historia de Instagram",,Total,477,477,13,1,0,,520,,,
18021672443601930,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy estuvimos con La Ruta de la Felicidad 📍Barrio Farfán",15,"10/05/2024 13:59",,"Historia de Instagram",,Total,482,482,6,0,0,,539,1,,
18023465873419718,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Poniéndole color a nuestros  CENTROS CULTURALES 🌈💙",8,"10/05/2024 13:31",,"Historia de Instagram",,Total,483,483,3,0,0,,491,,5,
18269340829222462,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/05/2024 13:30",,"Historia de Instagram",,Total,489,489,3,0,0,,526,,,
17929326422833609,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Aprovechar nuestros espacios Para la cultura 💙🙌🏽",15,"10/05/2024 13:30",,"Historia de Instagram",,Total,509,509,3,0,0,,570,2,2,
18084448150512360,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy🙌🏽",15,"10/05/2024 12:30",,"Historia de Instagram",,Total,502,502,3,2,0,,585,,,
18022310984240585,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/05/2024 12:13",,"Historia de Instagram",,Total,406,406,5,1,1,,415,3,2,
18041569499499127,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ESTAMOS EMBELLECIENDO NUESTROS ESPACIOS 🫶🏽🙌🏽",15,"10/05/2024 12:10",,"Historia de Instagram",,Total,553,551,7,0,0,,599,1,7,
17902461923965233,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,18,"10/05/2024 09:07",,"Historia de Instagram",,Total,495,495,8,0,0,,518,,,
17940421373904755,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/05/2024 08:36",,"Historia de Instagram",,Total,502,502,6,0,0,,558,1,,
18028363718371913,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,29,"10/05/2024 07:36",,"Historia de Instagram",,Total,1238,1058,4,0,0,,537,1,,
18243006352273501,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","FARFÁN Ya estamos en ¡Te esperamos!",12,"10/05/2024 07:24",,"Historia de Instagram",,Total,1008,917,7,0,0,,524,,,
18121796926381248,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Te esperamos hoy!",15,"10/05/2024 06:54",,"Historia de Instagram",,Total,526,526,4,0,0,,615,,,
18260534749301346,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡NOS VEMOS HOY!",15,"10/05/2024 05:40",,"Historia de Instagram",,Total,555,555,7,0,0,,644,,,
18055484545857493,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"10/04/2024 15:46",,"Historia de Instagram",,Total,1662,1370,9,0,0,,441,1,,
17909614664935505,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/04/2024 11:19",,"Historia de Instagram",,Total,352,348,5,1,1,,416,,2,
18165809326312129,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conéctate ahora al",8,"10/04/2024 11:14",,"Historia de Instagram",,Total,356,353,5,0,0,1,388,,,
18072467539524783,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/04/2024 08:26",,"Historia de Instagram",,Total,326,322,3,0,0,,369,1,2,
18039221417169123,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/04/2024 07:47",https://instagram.com/stories/alcaldiadetulua/3471484754937271010,"Historia de Instagram",,Total,328,328,5,0,0,,385,1,,
17850158364268691,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Trabajando de la mano con @infitulua  Para embellecer nuestros parques💙🙏🏻",15,"10/04/2024 07:40",,"Historia de Instagram",,Total,321,321,5,1,0,,363,,,
18032359964212359,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Nos vemos mañana!🙌🏽",15,"10/04/2024 07:29",,"Historia de Instagram",,Total,806,731,3,0,0,,384,,,
18015743993324078,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/04/2024 07:27",,"Historia de Instagram",,Total,692,592,5,0,0,,387,,,
17877098331166440,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos mañana 😎",15,"10/04/2024 07:21",,"Historia de Instagram",,Total,516,471,3,0,0,,380,,,
18112137493414862,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","MERCADO CAMPESINO🍃💙 Hoy es viernes de ¡Visítanos ahora!🙌🏽",15,"10/04/2024 07:09",,"Historia de Instagram",,Total,339,339,4,0,0,,369,,,
18038590313139720,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","No te pierdas este espacio ✅",15,"10/04/2024 07:07",,"Historia de Instagram",,Total,355,349,3,0,0,,394,,,
18009283766415458,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","En pocos días nos veremos 😎🙌🏽",15,"10/04/2024 06:51",,"Historia de Instagram",,Total,384,372,2,0,0,,435,,,
18012432590344999,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Mesa de Concertación con las COMUNIDADES INDÍGENAS ✅",15,"10/03/2024 20:44",,"Historia de Instagram",,Total,390,384,5,0,0,,422,2,,
17977249100777451,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 17:12",,"Historia de Instagram",,Total,381,375,2,0,1,,414,,,
18057969169744404,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,16,"10/03/2024 15:34",,"Historia de Instagram",,Total,1459,1284,5,1,0,,370,,,
18044177134858907,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Trabajando en conjunto para  Futuras intervenciones en nuestro municipio ✅🙌🏽",15,"10/03/2024 15:25",,"Historia de Instagram",,Total,730,651,4,0,0,,398,1,6,
18011435627375590,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Contamos con espacios adecuados y amplios para nuestra comunidad🙌🏽💪🏼 En la @central_de_transportes_tulua_",15,"10/03/2024 14:24",,"Historia de Instagram",,Total,353,350,3,0,0,,415,,2,
18137926048321569,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 14:22",,"Historia de Instagram",,Total,360,355,3,0,0,,430,,6,
17893953042082042,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Estamos embelleciendo nuestros  CENTROS CULTURALES🙌🏽✨",15,"10/03/2024 14:14",,"Historia de Instagram",,Total,375,374,3,0,0,,397,1,,
18010710194383117,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 13:36",https://instagram.com/stories/alcaldiadetulua/3470935424426242737,"Historia de Instagram",,Total,399,399,2,0,0,,425,,,
18002776142498284,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 10:34",,"Historia de Instagram",,Total,392,392,2,0,0,,426,,,
17843384481328169,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 10:19",,"Historia de Instagram",,Total,879,767,4,0,0,,441,2,,
17996466164695914,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 09:41",,"Historia de Instagram",,Total,757,681,6,0,0,,462,1,,
17973712778785144,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","No te pierdas esta gran experiencia  GASTRONÓMICA",15,"10/03/2024 09:12",,"Historia de Instagram",,Total,395,395,4,1,0,,466,1,,
18043236997877061,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,23,"10/03/2024 09:10",,"Historia de Instagram",,Total,405,404,6,0,1,,527,,,
18104308558437099,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 09:09",,"Historia de Instagram",,Total,410,404,3,0,0,,515,,,
17950956389839292,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 09:01",,"Historia de Instagram",,Total,412,408,4,0,1,,475,1,,
18072521572585273,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 09:01",,"Historia de Instagram",,Total,425,415,1,0,0,,479,,,
17959838531814446,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 07:07",,"Historia de Instagram",,Total,417,409,2,0,0,,481,,,
18054705712863397,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2024 07:03",,"Historia de Instagram",,Total,435,431,3,0,0,,501,,,
18094825348462080,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","No te lo pierdas✅😎",10,"10/03/2024 06:59",,"Historia de Instagram",,Total,483,479,6,0,0,,526,1,,
17871129579126725,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/02/2024 16:36",,"Historia de Instagram",,Total,1841,1505,10,0,3,,447,1,,
17911706400009271,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Taxistas seguros ✅",15,"10/02/2024 15:02",,"Historia de Instagram",,Total,372,372,2,0,0,,412,3,,
18065631787722499,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Concurso de Dibujo COP 16🍃✅",15,"10/02/2024 14:55",,"Historia de Instagram",,Total,388,388,4,0,1,,443,,,
